,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
332,Analytics,region_12,Bachelor's,m,sourcing,2,33,4.0,3,1,0,86,0
333,Analytics,region_2,Bachelor's,m,sourcing,1,41,3.0,3,0,0,86,0
334,Operations,region_2,Below Secondary,m,other,2,26,1.0,1,0,0,61,0
335,Procurement,region_12,Bachelor's,f,other,1,32,5.0,5,0,1,84,1
336,Operations,region_2,Bachelor's,m,other,1,48,3.0,8,0,0,57,0
337,Operations,region_26,Master's & above,m,other,1,41,3.0,7,0,0,58,0
338,Technology,region_2,Master's & above,m,other,1,31,5.0,4,1,0,82,0
339,Sales & Marketing,region_26,Bachelor's,m,other,1,37,4.0,5,0,0,54,0
340,Analytics,region_29,Bachelor's,m,other,1,30,1.0,4,0,0,84,0
341,Finance,region_2,Below Secondary,m,other,1,26,5.0,2,1,0,60,0
342,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,44,5.0,11,0,0,42,0
343,Operations,region_7,Bachelor's,f,sourcing,1,44,3.0,10,0,0,60,0
344,R&D,region_22,Master's & above,m,other,1,30,4.0,2,1,0,96,1
345,Operations,region_22,Below Secondary,m,other,1,24,3.0,2,0,0,59,0
346,Sales & Marketing,region_27,Bachelor's,m,other,1,40,1.0,10,0,0,49,0
347,Technology,region_11,Master's & above,m,other,1,32,3.0,5,0,0,80,0
348,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,40,5.0,7,0,0,53,0
349,Technology,region_7,Below Secondary,f,other,2,24,4.0,3,1,0,78,0
350,Sales & Marketing,region_26,Bachelor's,m,other,1,45,4.0,15,0,0,64,1
351,Sales & Marketing,region_2,Bachelor's,f,other,1,34,5.0,5,0,0,60,1
352,Operations,region_2,Bachelor's,f,other,1,58,4.0,18,1,0,60,0
353,Technology,region_24,Bachelor's,m,sourcing,1,35,3.0,7,0,0,82,0
354,Sales & Marketing,region_16,Bachelor's,m,other,1,24,4.0,2,0,0,51,0
355,Sales & Marketing,region_23,Bachelor's,m,other,1,35,2.0,8,0,0,48,0
356,Technology,region_23,Bachelor's,m,sourcing,1,31,1.0,2,0,0,81,0
357,Operations,region_29,Bachelor's,m,other,1,33,3.0,5,0,0,60,0
358,HR,region_2,Master's & above,f,sourcing,1,44,3.0,14,0,0,47,0
359,Sales & Marketing,region_28,Bachelor's,m,other,1,24,2.0,2,1,0,52,1
360,Procurement,region_2,Bachelor's,m,other,2,34,2.0,10,0,0,69,0
361,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,37,5.0,2,0,0,54,0
362,Operations,region_26,Bachelor's,m,other,2,31,3.0,4,0,0,63,0
363,Procurement,region_19,Bachelor's,m,other,1,32,3.0,8,0,0,69,0
364,Operations,region_2,Bachelor's,f,other,1,33,5.0,7,1,0,57,0
365,Operations,region_2,Bachelor's,f,sourcing,1,53,3.0,11,0,0,57,0
366,Operations,region_22,Bachelor's,m,sourcing,2,37,5.0,4,1,0,57,0
367,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,2.0,5,0,0,49,0
368,Analytics,region_15,Bachelor's,m,sourcing,1,35,5.0,3,1,0,81,0
369,Technology,region_11,Bachelor's,m,sourcing,1,32,3.0,4,0,0,80,0
370,Operations,region_15,Bachelor's,m,sourcing,1,45,3.0,9,0,0,61,0
371,Procurement,region_13,Bachelor's,m,other,1,29,1.0,1,0,0,69,0
372,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,31,3.0,4,0,0,53,0
373,Technology,region_15,Bachelor's,m,sourcing,2,34,3.0,8,0,0,80,0
374,Analytics,region_22,Bachelor's,f,other,1,24,1.0,1,1,0,86,0
375,Operations,region_3,Master's & above,f,other,1,31,5.0,7,1,0,59,0
376,Sales & Marketing,region_10,Master's & above,f,other,1,37,3.0,6,1,0,47,0
377,Sales & Marketing,region_7,Master's & above,m,other,1,42,3.0,12,0,0,48,0
378,Procurement,region_4,Master's & above,m,other,1,40,3.0,6,0,0,72,0
379,Operations,region_2,Bachelor's,m,sourcing,1,37,5.0,5,1,0,64,0
380,Operations,region_22,Bachelor's,m,other,1,50,3.0,8,0,0,57,0
381,Operations,region_21,Bachelor's,m,other,1,28,1.0,1,0,0,61,0
382,HR,region_2,Master's & above,f,referred,1,57,3.0,13,0,0,53,0
383,Sales & Marketing,region_28,Master's & above,m,other,2,42,2.0,10,0,0,46,0
384,Operations,region_2,Master's & above,m,sourcing,1,34,3.0,8,0,0,61,0
385,Operations,region_2,Bachelor's,f,sourcing,1,34,5.0,8,1,0,54,0
386,Operations,region_13,Bachelor's,m,other,1,29,1.0,1,0,0,62,0
387,Operations,region_4,Master's & above,f,referred,1,32,4.0,7,1,0,59,0
388,Operations,region_7,Bachelor's,f,sourcing,1,27,5.0,2,0,0,61,0
389,Analytics,region_22,Bachelor's,m,other,3,30,1.0,1,1,0,83,0
390,Technology,region_33,Master's & above,m,other,1,46,3.0,17,0,0,83,0
391,Sales & Marketing,region_1,Master's & above,m,other,1,37,3.0,10,1,0,49,1
392,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,48,4.0,13,0,0,52,0
393,Technology,region_2,Bachelor's,m,other,1,40,5.0,12,1,0,84,0
394,Technology,region_20,Bachelor's,m,other,1,32,3.0,6,0,0,73,0
395,Sales & Marketing,region_20,Bachelor's,m,other,1,33,1.0,7,0,0,48,0
396,Procurement,region_23,Bachelor's,f,other,1,35,3.0,6,0,0,66,0
397,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,23,3.0,2,0,0,51,0
398,Analytics,region_15,Master's & above,m,other,1,32,3.0,4,0,0,86,0
399,Operations,region_2,Bachelor's,m,sourcing,4,31,3.0,6,0,0,59,0
400,Operations,region_26,Bachelor's,f,other,1,40,4.0,13,0,0,60,0
401,Procurement,region_2,Master's & above,m,other,1,43,2.0,7,0,0,70,0
402,Operations,region_32,Master's & above,m,other,1,38,3.0,6,0,0,60,0
403,Sales & Marketing,region_7,Bachelor's,m,other,1,36,5.0,8,0,0,49,0
404,Procurement,region_7,Master's & above,m,other,1,49,5.0,20,1,0,65,0
405,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,32,1.0,4,0,0,50,0
406,Analytics,region_2,Bachelor's,m,other,2,26,3.0,2,0,0,91,0
407,Analytics,region_7,Bachelor's,m,sourcing,1,55,3.0,18,0,0,87,0
408,HR,region_22,Master's & above,f,other,1,35,3.0,5,0,0,50,0
409,Operations,region_9,Master's & above,f,other,1,36,4.0,6,1,0,59,0
410,Sales & Marketing,region_30,Bachelor's,m,other,1,29,5.0,4,1,0,45,0
411,Procurement,region_4,Bachelor's,m,other,1,46,3.0,19,1,0,72,0
412,R&D,region_27,Bachelor's,m,sourcing,2,30,3.0,4,0,0,84,0
413,Sales & Marketing,region_2,Bachelor's,m,other,1,51,5.0,19,0,0,40,0
414,Sales & Marketing,region_29,Master's & above,m,other,1,37,3.0,7,0,0,54,0
415,Analytics,region_32,Bachelor's,m,other,1,27,3.0,2,0,0,88,0
416,Sales & Marketing,region_26,Bachelor's,m,other,1,43,1.0,4,0,0,49,0
417,HR,region_32,Bachelor's,f,other,1,31,3.0,7,0,0,51,0
418,Operations,region_7,Master's & above,f,sourcing,2,38,4.0,9,1,0,65,0
419,Sales & Marketing,region_2,Master's & above,f,other,1,43,1.0,10,0,0,45,0
420,Technology,region_7,Bachelor's,m,sourcing,3,29,3.0,4,0,0,81,0
421,Technology,region_22,Master's & above,f,sourcing,1,30,3.0,2,0,0,79,0
422,HR,region_2,Bachelor's,f,other,1,49,5.0,22,1,0,50,0
423,Analytics,region_7,Master's & above,m,other,1,49,4.0,5,0,0,90,0
424,Sales & Marketing,region_7,Master's & above,m,sourcing,1,36,2.0,5,0,0,48,0
425,Procurement,region_10,Master's & above,m,sourcing,1,33,1.0,3,0,0,71,0
426,Sales & Marketing,region_22,Master's & above,m,other,3,52,3.0,25,0,0,49,0
427,Sales & Marketing,region_32,Bachelor's,f,other,1,29,1.0,1,0,0,53,0
428,Operations,region_7,Bachelor's,m,other,1,37,3.0,11,0,0,56,0
429,Finance,region_22,Below Secondary,m,other,1,25,3.0,3,0,0,61,0
430,HR,region_2,Below Secondary,m,sourcing,1,24,1.0,1,1,0,52,0
431,Technology,region_7,Master's & above,f,referred,1,37,4.0,13,0,0,79,0
432,Operations,region_14,Bachelor's,m,other,1,35,5.0,10,1,0,59,1
433,Technology,region_13,Bachelor's,f,other,1,33,3.0,4,1,0,76,1
434,Procurement,region_2,Bachelor's,f,sourcing,1,33,5.0,9,1,0,71,0
435,Technology,region_2,Bachelor's,f,other,1,59,3.0,28,0,0,78,0
436,Analytics,region_2,Bachelor's,m,sourcing,1,29,1.0,1,0,0,88,0
437,Operations,region_2,Bachelor's,f,other,1,38,2.0,8,0,0,59,0
438,Operations,region_2,Bachelor's,m,sourcing,1,48,4.0,13,0,0,57,0
439,Legal,region_11,Bachelor's,m,other,1,31,3.0,1,1,0,62,0
440,Technology,region_5,Master's & above,f,sourcing,1,32,1.0,5,0,0,77,0
441,Procurement,region_22,Bachelor's,m,other,3,24,3.0,2,0,0,63,0
442,Technology,region_7,Master's & above,m,sourcing,2,37,5.0,5,1,0,77,0
443,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,32,5.0,8,1,0,46,1
444,Sales & Marketing,region_4,Bachelor's,m,other,1,31,3.0,2,0,0,48,0
445,Operations,region_2,Bachelor's,m,sourcing,2,45,3.0,5,1,1,61,0
446,Sales & Marketing,region_2,Bachelor's,m,other,1,57,5.0,6,0,0,45,0
447,Operations,region_15,Master's & above,m,other,2,39,2.0,8,0,0,59,0
448,Procurement,region_2,Master's & above,m,sourcing,1,42,1.0,4,0,0,70,0
449,Operations,region_7,Bachelor's,f,other,1,45,3.0,4,0,1,65,1
450,Operations,region_30,Master's & above,m,sourcing,1,41,3.0,3,1,0,61,0
451,Technology,region_27,Master's & above,f,sourcing,1,41,1.0,11,0,0,74,0
452,Sales & Marketing,region_24,Master's & above,m,sourcing,1,34,1.0,7,0,0,50,0
453,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,47,5.0,18,0,0,52,0
454,Sales & Marketing,region_25,Master's & above,m,sourcing,1,33,5.0,7,1,0,51,0
455,Operations,region_22,Master's & above,f,sourcing,1,48,3.0,15,0,0,69,1
456,Operations,region_15,Bachelor's,m,other,1,34,4.0,3,0,0,60,0
457,Sales & Marketing,region_1,Master's & above,m,other,1,35,5.0,4,1,0,47,0
458,Analytics,region_1,Master's & above,m,sourcing,1,35,5.0,4,1,0,84,0
459,Technology,region_15,Bachelor's,f,sourcing,2,26,3.0,2,0,0,79,0
460,Sales & Marketing,region_14,Master's & above,m,sourcing,1,45,3.0,17,0,0,49,0
461,Sales & Marketing,region_9,Master's & above,f,sourcing,1,31,3.0,1,0,0,54,0
462,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,30,5.0,7,0,0,49,0
463,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,46,1.0,5,0,0,50,0
464,Operations,region_2,Bachelor's,f,other,1,60,5.0,4,1,0,56,0
465,Operations,region_27,Bachelor's,m,other,1,44,5.0,11,1,0,55,0
466,Technology,region_22,Master's & above,m,sourcing,3,35,3.0,3,0,0,86,0
467,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,33,2.0,6,0,0,52,0
468,Operations,region_6,Bachelor's,m,sourcing,1,38,4.0,8,1,0,55,0
469,Technology,region_22,Master's & above,m,sourcing,1,39,3.0,5,0,0,80,0
470,Sales & Marketing,region_26,Bachelor's,m,other,1,30,3.0,2,0,0,50,0
471,Operations,region_5,Bachelor's,m,sourcing,1,31,1.0,1,1,0,65,0
472,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,57,4.0,3,0,0,50,0
473,Sales & Marketing,region_2,Bachelor's,f,other,1,34,1.0,7,0,0,50,0
474,Operations,region_2,Bachelor's,m,other,1,38,3.0,4,1,0,66,0
475,Sales & Marketing,region_14,Bachelor's,m,other,1,24,1.0,1,1,0,55,0
476,Procurement,region_17,Master's & above,m,other,1,45,3.0,16,0,0,87,1
477,Sales & Marketing,region_1,Master's & above,m,other,1,40,1.0,11,0,0,53,0
478,Procurement,region_32,Bachelor's,m,other,2,32,3.0,3,0,0,70,0
479,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,29,3.0,2,0,0,48,0
480,Finance,region_2,Bachelor's,f,other,1,39,4.0,11,0,0,59,0
481,Analytics,region_13,Bachelor's,m,sourcing,1,32,3.0,7,0,0,80,0
482,Operations,region_2,Master's & above,m,other,2,57,4.0,7,1,0,58,0
483,Procurement,region_11,Bachelor's,f,other,1,36,3.0,4,1,0,72,0
484,Sales & Marketing,region_2,Bachelor's,m,other,1,34,1.0,5,0,0,46,0
485,HR,region_22,Master's & above,f,other,1,33,5.0,7,1,0,50,0
486,Technology,region_2,Master's & above,m,sourcing,1,39,2.0,4,1,0,81,0
487,Finance,region_15,Bachelor's,f,sourcing,2,32,4.0,8,0,0,59,0
488,Technology,region_2,Bachelor's,m,referred,1,31,3.0,6,0,0,77,0
489,Sales & Marketing,region_22,Bachelor's,m,other,1,31,1.0,7,1,0,52,0
490,Procurement,region_22,Bachelor's,f,other,1,25,3.0,3,0,0,68,0
491,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,43,5.0,4,1,0,50,0
492,Operations,region_2,Bachelor's,m,sourcing,1,25,1.0,1,0,0,65,0
493,Procurement,region_2,Master's & above,f,other,1,50,1.0,16,0,0,68,0
494,Operations,region_22,Master's & above,m,other,3,32,3.0,4,1,0,64,1
495,Finance,region_32,Bachelor's,m,sourcing,1,28,3.0,2,0,0,59,0
496,Sales & Marketing,region_17,Bachelor's,m,other,1,32,1.0,5,0,0,51,0
497,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,34,5.0,5,0,0,49,0
498,Operations,region_16,Bachelor's,m,other,1,30,5.0,4,0,0,55,0
499,Operations,region_7,Master's & above,f,sourcing,1,33,5.0,6,0,0,74,1
500,Procurement,region_7,Master's & above,m,sourcing,2,46,4.0,19,1,0,70,0
501,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,35,4.0,10,1,0,50,1
502,Operations,region_7,Bachelor's,m,other,1,33,5.0,8,1,0,59,1
503,Operations,region_22,Bachelor's,m,sourcing,1,30,4.0,4,0,0,59,0
504,Procurement,region_7,Bachelor's,m,sourcing,2,33,5.0,4,1,0,71,0
505,Sales & Marketing,region_13,Bachelor's,m,other,1,28,4.0,5,0,0,52,0
506,Technology,region_24,Master's & above,m,other,1,38,3.0,8,0,0,84,0
507,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,34,2.0,7,1,0,49,1
508,Sales & Marketing,region_2,Bachelor's,f,other,2,40,1.0,1,1,0,51,0
509,Procurement,region_31,Bachelor's,f,sourcing,2,30,3.0,5,0,0,73,0
510,Operations,region_12,Bachelor's,f,sourcing,1,29,2.0,7,0,0,60,0
511,R&D,region_26,Bachelor's,m,sourcing,1,30,3.0,3,0,0,83,0
512,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,38,4.0,10,0,0,50,0
513,Operations,region_7,Bachelor's,m,other,3,40,3.0,11,0,0,60,0
514,Analytics,region_22,Bachelor's,f,other,1,29,4.0,5,0,0,86,0
515,HR,region_2,Master's & above,f,sourcing,1,53,4.0,25,0,0,47,0
516,Sales & Marketing,region_17,Bachelor's,f,sourcing,1,26,3.0,2,0,0,49,0
517,Analytics,region_32,Bachelor's,m,other,2,28,1.0,1,0,0,82,0
518,Analytics,region_22,Master's & above,m,sourcing,1,26,1.0,1,1,0,84,0
519,Procurement,region_10,Bachelor's,m,other,1,28,3.0,4,0,0,65,0
520,HR,region_7,Bachelor's,f,sourcing,1,30,3.0,3,0,0,51,0
521,Operations,region_15,Master's & above,m,other,1,59,4.0,4,1,0,56,0
522,R&D,region_22,Bachelor's,f,other,1,29,1.0,1,1,0,86,0
523,Technology,region_14,Bachelor's,m,sourcing,1,31,3.0,4,0,0,83,0
524,Procurement,region_7,Bachelor's,f,other,1,26,3.0,2,0,0,69,0
525,Operations,region_19,Master's & above,f,sourcing,1,37,3.0,10,0,0,62,0
526,Operations,region_8,Bachelor's,f,sourcing,1,25,3.0,1,0,0,62,0
527,Technology,region_31,Bachelor's,m,other,1,27,2.0,3,1,0,78,0
528,Operations,region_2,Master's & above,m,sourcing,1,39,4.0,10,0,0,60,0
529,Analytics,region_28,Bachelor's,m,other,1,36,5.0,3,1,0,91,1
530,Procurement,region_23,Master's & above,m,other,2,35,5.0,6,1,0,91,1
531,Technology,region_8,Bachelor's,f,other,1,28,1.0,1,0,0,81,0
532,Sales & Marketing,region_21,Bachelor's,m,other,1,30,1.0,1,1,0,50,0
533,Procurement,region_22,Master's & above,m,sourcing,1,37,5.0,9,1,0,75,0
534,Technology,region_28,Master's & above,m,sourcing,2,35,1.0,9,0,0,80,0
535,Sales & Marketing,region_28,Master's & above,f,other,1,30,1.0,5,0,0,54,0
536,R&D,region_29,Bachelor's,m,sourcing,1,30,5.0,1,0,0,96,1
537,Technology,region_2,Bachelor's,m,other,1,45,4.0,3,0,0,83,0
538,Procurement,region_23,Master's & above,m,other,1,36,3.0,7,1,0,71,0
539,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,37,3.0,4,0,0,50,0
540,Procurement,region_2,Bachelor's,f,sourcing,2,39,3.0,4,0,0,73,0
541,Operations,region_19,Bachelor's,m,other,1,37,5.0,6,0,0,59,0
542,Procurement,region_26,Bachelor's,m,other,1,28,1.0,1,0,0,82,1
543,Procurement,region_22,Master's & above,m,sourcing,1,40,3.0,12,0,0,70,0
544,Sales & Marketing,region_3,Bachelor's,m,other,1,30,5.0,3,1,0,52,0
545,Operations,region_31,Master's & above,m,other,1,36,4.0,7,0,0,56,0
546,Sales & Marketing,region_15,Bachelor's,f,other,1,27,2.0,4,0,0,57,0
547,Operations,region_11,Bachelor's,f,other,1,29,1.0,4,0,0,57,0
548,Technology,region_2,Bachelor's,f,sourcing,7,31,3.0,5,1,0,82,0
549,Procurement,region_22,Master's & above,m,other,1,36,4.0,7,1,0,67,0
550,Operations,region_12,Bachelor's,m,other,1,30,4.0,4,0,0,57,0
551,Analytics,region_28,Master's & above,m,other,2,32,3.0,6,1,0,86,0
552,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,29,5.0,2,0,0,50,0
553,Sales & Marketing,region_2,Bachelor's,f,other,1,29,1.0,1,0,0,45,0
554,Sales & Marketing,region_22,Master's & above,m,other,2,38,1.0,8,0,0,47,0
555,Procurement,region_2,Master's & above,f,other,1,51,3.0,15,0,0,71,0
556,Finance,region_22,Master's & above,m,other,1,32,3.0,8,0,0,58,0
557,Technology,region_14,Master's & above,f,sourcing,1,36,3.0,5,1,0,83,0
558,Operations,region_15,Bachelor's,m,sourcing,2,30,5.0,5,1,0,57,0
559,Finance,region_26,Bachelor's,f,sourcing,1,26,3.0,5,0,0,56,0
560,R&D,region_7,Bachelor's,m,sourcing,2,32,5.0,3,1,0,83,1
561,Sales & Marketing,region_30,Bachelor's,m,other,2,26,3.0,3,0,0,50,0
562,Analytics,region_28,Bachelor's,m,sourcing,1,30,4.0,2,0,0,83,0
563,Sales & Marketing,region_6,Bachelor's,f,other,1,28,1.0,2,0,0,50,0
564,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,40,3.0,18,1,0,55,1
565,Legal,region_2,Bachelor's,m,other,1,33,1.0,6,0,0,66,0
566,Operations,region_2,Below Secondary,f,sourcing,1,24,1.0,1,0,0,73,1
567,Legal,region_27,Below Secondary,m,other,1,27,1.0,1,1,0,59,0
568,Operations,region_29,Bachelor's,m,sourcing,1,30,4.0,2,1,0,61,0
569,Sales & Marketing,region_4,Master's & above,f,sourcing,1,37,3.0,9,0,0,44,0
570,Operations,region_2,Bachelor's,f,other,1,33,3.0,9,0,0,58,0
571,Analytics,region_2,Bachelor's,m,other,2,31,3.0,2,0,0,84,0
572,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,43,3.0,3,0,0,48,0
573,Sales & Marketing,region_2,Master's & above,f,other,1,39,1.0,10,1,0,52,1
574,Sales & Marketing,region_2,Bachelor's,m,other,1,24,3.0,2,1,1,81,1
575,Procurement,region_4,Master's & above,m,other,1,41,2.0,12,0,0,71,0
576,R&D,region_4,Master's & above,m,other,1,35,5.0,4,1,0,85,0
577,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,24,1.0,1,0,0,49,0
578,Sales & Marketing,region_1,Master's & above,m,sourcing,3,33,2.0,7,0,0,53,0
579,Sales & Marketing,region_17,Master's & above,m,other,1,35,3.0,3,0,0,47,0
580,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,30,2.0,8,1,1,50,0
581,Procurement,region_15,Bachelor's,m,other,1,29,3.0,2,0,0,68,0
582,Sales & Marketing,region_6,Bachelor's,m,other,1,28,5.0,2,1,0,50,0
583,Operations,region_2,Master's & above,f,other,1,48,5.0,15,1,0,61,0
584,Technology,region_2,Bachelor's,m,other,1,31,3.0,3,0,0,79,0
585,Sales & Marketing,region_1,Bachelor's,m,other,1,26,1.0,3,1,0,50,0
586,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,24,1.0,1,0,0,47,0
587,Technology,region_27,Bachelor's,f,referred,1,30,1.0,1,1,0,76,0
588,Operations,region_8,Master's & above,f,sourcing,1,38,3.0,2,1,0,61,0
589,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,27,5.0,3,1,0,49,0
590,Technology,region_2,Master's & above,f,other,1,49,1.0,24,0,0,77,0
591,Technology,region_11,Bachelor's,f,other,1,32,1.0,1,0,0,80,0
592,Operations,region_34,Bachelor's,m,other,1,26,1.0,1,0,0,65,0
593,Sales & Marketing,region_2,Bachelor's,f,other,1,35,5.0,7,0,0,48,0
594,Finance,region_2,Bachelor's,f,other,2,46,3.0,3,0,0,59,0
595,Procurement,region_22,Master's & above,m,other,1,34,2.0,6,0,0,69,0
596,Finance,region_22,Bachelor's,f,sourcing,2,30,1.0,3,1,0,59,0
597,Procurement,region_2,Bachelor's,f,sourcing,1,53,1.0,11,0,0,67,0
598,Sales & Marketing,region_4,Master's & above,m,sourcing,1,49,3.0,17,0,0,48,0
599,Procurement,region_27,Master's & above,f,other,1,35,3.0,5,0,0,68,0
600,R&D,region_22,Master's & above,m,other,1,34,4.0,4,0,0,83,0
601,Sales & Marketing,region_30,Bachelor's,m,other,7,26,2.0,5,0,0,46,0
602,Sales & Marketing,region_1,Bachelor's,m,sourcing,2,29,1.0,1,0,0,47,0
603,Operations,region_7,Master's & above,f,other,1,37,3.0,4,0,0,58,0
604,Analytics,region_27,Bachelor's,m,other,2,25,4.0,2,0,0,80,0
605,Sales & Marketing,region_2,Bachelor's,m,other,1,47,4.0,16,1,0,48,1
606,Analytics,region_12,Bachelor's,m,sourcing,1,28,2.0,5,0,0,85,0
607,Sales & Marketing,region_14,Bachelor's,m,other,1,32,5.0,10,1,0,48,0
608,Procurement,region_19,Bachelor's,m,other,1,34,3.0,4,0,0,71,0
609,Operations,region_2,Bachelor's,m,sourcing,1,36,4.0,3,0,0,59,0
610,Legal,region_22,Bachelor's,m,other,1,32,2.0,6,0,0,59,0
611,Procurement,region_24,Master's & above,m,sourcing,2,32,2.0,5,0,0,72,0
612,Sales & Marketing,region_8,Bachelor's,m,other,1,29,4.0,3,0,0,52,0
613,Operations,region_22,Bachelor's,m,other,1,32,4.0,4,1,1,57,1
614,Sales & Marketing,region_22,Bachelor's,m,other,5,27,3.0,2,0,0,52,0
615,Sales & Marketing,region_13,Bachelor's,m,other,1,34,5.0,4,1,0,51,0
616,Sales & Marketing,region_16,Master's & above,f,other,1,36,3.0,8,0,0,48,0
617,Operations,region_8,Bachelor's,m,sourcing,1,26,5.0,2,1,0,59,0
618,Sales & Marketing,region_14,Master's & above,m,other,1,33,4.0,3,1,0,94,1
619,Sales & Marketing,region_27,Master's & above,m,other,1,47,1.0,3,0,0,45,0
620,Sales & Marketing,region_11,Bachelor's,m,other,1,42,3.0,2,0,0,48,0
621,Sales & Marketing,region_26,Master's & above,m,other,1,38,1.0,8,0,0,54,0
622,Technology,region_32,Bachelor's,f,sourcing,4,32,5.0,8,0,0,93,1
623,Procurement,region_17,Bachelor's,f,other,1,44,3.0,16,0,0,70,0
624,Sales & Marketing,region_22,Master's & above,m,other,1,33,4.0,5,1,0,46,0
625,Sales & Marketing,region_26,Bachelor's,m,sourcing,2,27,3.0,3,0,0,55,0
626,Technology,region_2,Master's & above,m,other,2,50,5.0,14,0,0,85,0
627,Procurement,region_31,Bachelor's,f,other,2,29,3.0,4,0,0,71,0
628,Procurement,region_34,Bachelor's,m,other,1,29,5.0,4,0,0,84,1
629,Technology,region_27,Bachelor's,m,sourcing,2,28,3.0,2,0,0,79,0
630,Analytics,region_2,Bachelor's,m,other,1,44,5.0,7,1,0,84,0
631,Operations,region_8,Bachelor's,f,other,1,32,4.0,2,1,0,61,0
632,Analytics,region_28,Master's & above,m,sourcing,2,30,3.0,6,0,0,83,0
633,Operations,region_21,Bachelor's,m,other,1,37,5.0,4,1,0,59,0
634,Operations,region_22,Bachelor's,f,sourcing,1,37,3.0,5,1,0,59,0
635,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,32,1.0,4,0,0,52,0
636,Procurement,region_23,Bachelor's,m,sourcing,1,36,3.0,2,0,0,66,0
637,Procurement,region_2,Bachelor's,f,other,2,34,3.0,4,1,0,62,0
638,Finance,region_8,Bachelor's,f,other,1,30,3.0,3,0,0,65,0
639,Technology,region_2,Bachelor's,m,sourcing,1,26,1.0,1,1,1,81,1
640,Sales & Marketing,region_29,Master's & above,m,sourcing,1,31,1.0,2,0,0,51,0
641,Technology,region_2,Bachelor's,m,referred,1,41,5.0,7,0,0,83,0
642,Operations,region_2,Master's & above,m,sourcing,1,33,2.0,7,0,0,57,0
643,Operations,region_20,Bachelor's,m,other,1,25,4.0,3,0,0,58,0
644,Operations,region_7,Bachelor's,f,sourcing,1,39,3.0,6,1,0,58,0
645,Procurement,region_12,Bachelor's,f,sourcing,1,31,3.0,6,0,0,70,0
646,Technology,region_2,Master's & above,f,sourcing,1,56,2.0,16,0,0,79,0
647,Sales & Marketing,region_14,Bachelor's,m,other,1,30,1.0,3,0,0,50,0
648,Operations,region_4,Bachelor's,m,other,2,29,5.0,5,1,0,63,1
649,Sales & Marketing,region_9,Master's & above,m,sourcing,1,31,4.0,3,0,0,50,0
650,R&D,region_31,Master's & above,m,sourcing,2,28,4.0,2,0,0,82,0
651,Analytics,region_20,Bachelor's,m,other,2,30,2.0,3,0,0,82,0
652,Analytics,region_11,Bachelor's,m,sourcing,1,30,1.0,2,0,0,84,0
653,Procurement,region_7,Bachelor's,f,other,1,29,4.0,6,1,0,65,0
654,Operations,region_19,Bachelor's,f,other,1,31,3.0,3,1,0,60,0
655,Analytics,region_25,Bachelor's,m,other,1,30,3.0,6,1,0,84,1
656,Procurement,region_2,Bachelor's,m,sourcing,1,26,1.0,1,0,0,72,0
657,Operations,region_16,Bachelor's,m,sourcing,1,44,5.0,4,1,0,60,0
658,Procurement,region_24,Master's & above,f,other,1,31,1.0,6,0,0,70,0
659,Technology,region_33,Bachelor's,f,other,1,35,4.0,3,0,0,77,0
